iter	Passed	Remaining
681	261801	442990
682	262188	442610
683	262525	442147
684	262939	441814
685	263307	441405
686	263669	440985
687	264050	440596
688	264445	440230
689	264848	439878
690	265204	439449
691	265623	439122
692	266043	438799
693	266435	438429
694	266765	437955
695	267192	437643
696	267544	437206
697	267934	436833
698	268302	436424
699	268673	436018
700	269091	435690
701	269441	435251
702	269852	434911
703	270234	434524
704	270647	434187
705	271082	433884
706	271428	433440
707	271834	433091
708	272216	432705
709	272526	432204
710	272879	431771
711	273267	431393
712	273623	430966
713	273999	430570
714	274318	430085
715	274698	429696
716	275067	429289
717	275422	428861
718	275837	428525
719	276243	428177
720	276673	427866
721	277108	427561
722	277514	427210
723	277876	426793
724	278317	426497
725	278668	426063
726	279018	425628
727	279372	425199
728	279774	424843
729	280196	424516
730	280614	424184
731	280968	423755
732	281348	423365
733	281725	422972
734	282110	422589
735	282471	422172
736	282822	421739
737	283202	421349
738	283529	420881
739	283948	420551
740	284400	420268
741	284799	419905
742	285156	419482
743	285541	419101
744	285879	418650
745	286237	418228
746	286687	417942
747	287070	417557
748	287424	417129
749	287761	416679
750	288151	416303
751	288578	415983
752	288976	415619
753	289318	415175
754	289621	414676
755	289979	414256
756	290359	413867
757	290757	413504
758	291149	413133
759	291535	412752
760	291914	412362
761	292321	412012
762	292715	411642
763	293121	411290
764	293471	410859
765	293787	410382
766	294157	409979
767	294526	409575
768	294932	409224
769	295334	408866
770	295738	408510
771	296209	408247
772	296598	407870
773	296987	407494
774	297372	407112
775	297769	406747
776	298156	406367
777	298558	406009
778	298919	405594
779	299341	405262
780	299679	404816
781	300047	404412
782	300460	404067
783	300847	403688
784	301231	403304
785	301574	402866
786	301929	402444
787	302346	402106
788	302724	401714
789	303108	401331
790	303458	400902
791	303919	400620
792	304300	400234
793	304669	399831
794	305061	399457
795	305458	399091
796	305825	398686
797	306218	398314
798	306544	397855
799	306920	397462
800	307281	397049
801	307694	396703
802	308084	396328
803	308542	396039
804	308976	395719
805	309338	395308
806	309692	394887
807	310085	394514
808	310521	394196
809	310922	393834
810	311288	393428
811	311657	393026
812	312043	392644
813	312397	392223
814	312738	391786
815	313072	391340
816	313515	391031
817	313894	390641
818	314292	390275
819	314648	389856
820	315074	389525
821	315469	389155
822	315795	388700
823	316180	388318
824	316557	387926
825	316918	387515
826	317266	387088
827	317620	386668
828	318002	386282
829	318382	385894
830	318792	385543
831	319123	385096
832	319493	384696
833	319859	384291
834	320225	383886
835	320518	383394
836	320872	382976
837	321273	382614
838	321651	382224
839	322079	381894
840	322472	381521
841	322860	381143
842	323308	380837
843	323650	380403
844	324033	380019
845	324425	379647
846	324809	379264
847	325193	378880
848	325626	378555
849	326014	378176
850	326386	377780
851	326775	377402
852	327148	377006
853	327564	376660
854	327929	376255
855	328300	375857
856	328724	375520
857	329086	375112
858	329467	374726
859	329847	374338
860	330237	373961
861	330625	373583
862	330991	373180
863	331402	372827
864	331747	372400
865	332174	372065
866	332543	371666
867	332972	371333
868	333339	370931
869	333773	370604
870	334135	370196
871	334500	369792
872	334921	369449
873	335281	369040
874	335641	368630
875	336028	368250
876	336386	367838
877	336765	367450
878	337166	367085
879	337533	366683
880	337906	366289
881	338271	365885
882	338673	365522
883	339090	365174
884	339550	364872
885	339986	364545
886	340378	364170
887	340827	363856
888	341216	363477
889	341580	363073
890	341983	362709
891	342319	362275
892	342746	361937
893	343138	361561
894	343502	361157
895	343906	360794
896	344244	360363
897	344618	359968
898	344986	359568
899	345366	359180
900	345723	358769
901	346088	358366
902	346508	358020
903	346933	357679
904	347344	357323
905	347712	356923
906	348220	356666
907	348614	356293
908	348984	355894
909	349338	355480
910	349705	355079
911	350080	354686
912	350432	354270
913	350924	353996
914	351230	353533
915	351635	353170
916	351989	352756
917	352359	352359
918	352747	351979
919	353114	351578
920	353540	351236
921	353925	350854
922	354322	350483
923	354698	350092
924	355092	349718
925	355477	349335
926	355915	349004
927	356364	348684
928	356691	348244
929	357079	347864
930	357497	347513
931	357932	347178
932	358333	346811
933	358650	346362
934	359041	345985
935	359463	345638
936	359882	345287
937	360260	344897
938	360647	344516
939	361049	344149
940	361439	343770
941	361805	343369
942	362203	342998
943	362617	342643
944	362934	342194
945	363274	341769
946	363743	341465
947	364138	341091
948	364506	340692
949	364945	340359
950	365286	339935
951	365676	339556
952	366065	339177
953	366433	338778
954	366786	338365
955	367192	338001
956	367551	337594
957	367934	337209
958	368378	336880
959	368717	336454
960	369133	336099
961	369431	335637
962	369811	335249
963	370201	334870
964	370600	334500
965	371008	334138
966	371359	333723
967	371710	333310
968	372091	332924
969	372471	332536
970	372873	332168
971	373245	331773
972	373619	331381
973	373982	330978
974	374365	330593
975	374761	330220
976	375159	329848
977	375558	329477
978	375928	329081
979	376318	328702
980	376735	328347
981	377124	327968
982	377484	327562
983	377921	327224
984	378281	326820
985	378656	326428
986	379144	326133
987	379487	325714
988	379922	325373
989	380369	325042
990	380703	324615
991	381065	324212
992	381433	323815
993	381868	323474
994	382219	323061
995	382574	322653
996	383015	322317
997	383365	321904
998	383703	321481
999	384076	321088
1000	384530	320761
1001	384889	320356
1002	385328	320018
1003	385675	319603
1004	386026	319191
1005	386420	318816
1006	386803	318431
1007	387192	318050
1008	387528	317627
1009	387904	317236
1010	388339	316894
1011	388738	316522
1012	389111	316128
1013	389557	315795
1014	389939	315409
1015	390338	315036
1016	390714	314646
1017	391143	314298
1018	391533	313918
1019	391948	313558
1020	392430	313252
1021	392840	312888
1022	393250	312524
1023	393611	312121
1024	394098	311818
1025	394498	311445
1026	394897	311073
1027	395278	310685
1028	395673	310309
1029	396037	309908
1030	396430	309531
1031	396825	309154
1032	397205	308766
1033	397533	308338
1034	397951	307979
1035	398314	307578
1036	398780	307257
1037	399207	306905
1038	399568	306502
1039	399950	306116
1040	400320	305720
1041	400750	305370
1042	401120	304974
1043	401468	304562
1044	401856	304180
1045	402226	303785
1046	402636	303419
1047	403076	303076
1048	403457	302689
1049	403838	302301
1050	404278	301958
1051	404684	301589
1052	405072	301207
1053	405444	300813
1054	405930	300503
1055	406272	300087
1056	406664	299708
1057	407102	299363
1058	407485	298976
1059	407846	298574
1060	408242	298198
1061	408619	297807
1062	409071	297471
1063	409453	297084
1064	409753	296638
1065	410052	296191
1066	410480	295838
1067	410924	295496
1068	411309	295111
1069	411705	294735
1070	412107	294362
1071	412459	293954
1072	412803	293540
1073	413171	293144
1074	413563	292764
1075	413925	292363
1076	414283	291960
1077	414721	291613
1078	415127	291243
1079	415517	290861
1080	415966	290522
1081	416441	290200
1082	416782	289784
1083	417159	289394
1084	417551	289014
1085	417953	288641
1086	418296	288228
1087	418762	287898
1088	419142	287510
1089	419471	287087
1090	419907	286737
1091	420249	286323
1092	420688	285975
1093	421124	285625
1094	421512	285242
1095	421855	284829
1096	422226	284435
1097	422650	284076
1098	423021	283682
1099	423507	283365
1100	423894	282981
1101	424220	282557
1102	424599	282167
1103	425025	281810
1104	425419	281431
1105	425845	281073
1106	426259	280707
1107	426610	280300
1108	427101	279984
1109	427486	279599
1110	427852	279201
1111	428247	278823
1112	428584	278406
1113	429013	278050
1114	429409	277672
1115	429831	277310
1116	430231	276934
1117	430674	276587
1118	431088	276220
1119	431412	275796
1120	431826	275429
1121	432150	275004
1122	432566	274639
1123	432989	274277
1124	433368	273889
1125	433725	273485
1126	434089	273087
1127	434535	272740
1128	434895	272339
1129	435359	272003
1130	435784	271643
1131	436168	271256
1132	436573	270883
1133	436908	270467
1134	437361	270123
1135	437745	269737
1136	438139	269357
1137	438545	268984
1138	438899	268580
1139	439256	268177
1140	439622	267780
1141	440002	267392
1142	440383	267004
1143	440893	266694
1144	441201	266262
1145	441649	265914
1146	442035	265529
1147	442442	265157
1148	442840	264779
1149	443262	264415
1150	443646	264029
1151	444016	263634
1152	444403	263250
1153	444763	262849
1154	445163	262473
1155	445584	262108
1156	446007	261745
1157	446340	261329
1158	446753	260959
1159	447237	260631
1160	447724	260305
1161	448092	259909
1162	448473	259520
1163	448864	259138
1164	449243	258748
1165	449609	258352
1166	450016	257978
1167	450457	257624
1168	450836	257235
1169	451270	256877
1170	451722	256529
1171	452091	256133
1172	452490	255755
1173	452903	255385
1174	453221	254961
1175	453651	254600
1176	454068	254232
1177	454440	253838
1178	454908	253498
1179	455292	253111
1180	455736	252758
1181	456108	252364
1182	456563	252016
1183	456930	251620
1184	457300	251226
1185	457670	250831
1186	458081	250459
1187	458515	250099
1188	458914	249720
1189	459323	249346
1190	459735	248975
1191	460132	248595
1192	460517	248208
1193	460932	247837
1194	461351	247469
1195	461656	247040
1196	462023	246643
1197	462404	246255
1198	462870	245911
1199	463243	245519
1200	463594	245114
1201	464016	244747
1202	464452	244387
1203	464776	243968
1204	465185	243594
1205	465588	243218
1206	466044	242868
1207	466411	242471
1208	466808	242091
1209	467195	241705
1210	467678	241369
1211	468155	241030
1212	468576	240661
1213	468944	240266
1214	469418	239924
1215	469823	239547
1216	470162	239137
1217	470544	238748
1218	470946	238370
1219	471338	237987
1220	471785	237631
1221	472185	237251
1222	472590	236875
1223	473007	236503
1224	473378	236109
1225	473775	235728
1226	474176	235349
1227	474546	234954
1228	474951	234577
1229	475420	234231
1230	475909	233895
1231	476283	233502
1232	476718	233139
1233	477094	232747
1234	477562	232401
1235	477964	232021
1236	478368	231643
1237	478776	231266
1238	479192	230894
1239	479554	230495
1240	479952	230113
1241	480389	229751
1242	480799	229375
1243	481140	228967
1244	481514	228574
1245	481948	228209
1246	482374	227841
1247	482802	227474
1248	483233	227108
1249	483642	226731
1250	484023	226341
1251	484384	225942
1252	484769	225555
1253	485214	225195
1254	485579	224798
1255	485964	224410
1256	486401	224046
1257	486807	223668
1258	487203	223285
1259	487629	222916
1260	488081	222559
1261	488498	222185
1262	488880	221796
1263	489273	221411
1264	489653	221021
1265	490149	220683
1266	490501	220280
1267	490897	219897
1268	491352	219540
1269	491806	219183
1270	492243	218817
1271	492644	218436
1272	492972	218022
1273	493390	217649
1274	493826	217283
1275	494202	216891
1276	494579	216499
1277	495082	216162
1278	495454	215768
1279	495914	215412
1280	496358	215049
1281	496751	214664
1282	497168	214290
1283	497501	213879
1284	497986	213533
1285	498375	213146
1286	498784	212768
1287	499181	212384
1288	499563	211994
1289	499946	211605
1290	500304	211205
1291	500685	210814
1292	501141	210456
1293	501509	210060
1294	501902	209675
1295	502328	209303
1296	502689	208904
1297	503145	208545
1298	503544	208162
1299	503966	207789
1300	504366	207406
1301	504739	207013
1302	505187	206650
1303	505550	206252
1304	505941	205866
1305	506327	205477
1306	506677	205074
1307	507080	204692
1308	507547	204337
1309	507910	203939
1310	508377	203583
1311	508738	203185
1312	509213	202832
1313	509556	202426
1314	509947	202040
1315	510346	201656
1316	510846	201312
1317	511216	200918
1318	511703	200569
1319	512223	200232
1320	512652	199860
1321	513115	199501
1322	513414	199079
1323	513816	198696
1324	514288	198340
1325	514717	197968
1326	515191	197613
1327	515646	197250
1328	516041	196864
1329	516478	196494
1330	516950	196138
1331	517303	195736
1332	517750	195370
1333	518117	194973
1334	518564	194607
1335	518958	194220
1336	519380	193845
1337	519773	193458
1338	520213	193089
1339	520627	192709
1340	521055	192336
1341	521473	191958
1342	521982	191613
1343	522396	191234
1344	522878	190879
1345	523316	190508
1346	523753	190137
1347	524058	189718
1348	524434	189325
1349	524821	188935
1350	525294	188577
1351	525806	188232
1352	526143	187825
1353	526692	187493
1354	527111	187114
1355	527644	186776
1356	528049	186393
1357	528570	186050
1358	529000	185675
1359	529483	185319
1360	529905	184941
1361	530370	184578
1362	530912	184241
1363	531205	183818
1364	531824	183508
1365	532270	183138
1366	532712	182766
1367	533206	182412
1368	533651	182041
1369	534091	181669
1370	534500	181285
1371	534950	180916
1372	535378	180539
1373	535846	180175
1374	536414	179845
1375	536987	179516
1376	537382	179127
1377	537771	178736
1378	538266	178381
1379	538734	178016
1380	539284	177678
1381	539854	177347
1382	540407	177009
1383	540775	176611
1384	541220	176238
1385	541639	175856
1386	542093	175486
1387	542519	175107
1388	542929	174722
1389	543346	174339
1390	543750	173953
1391	544183	173575
1392	544654	173210
1393	545124	172844
1394	545554	172465
1395	545847	172043
1396	546339	171684
1397	546786	171310
1398	547188	170923
1399	547571	170529
1400	548067	170170
1401	548583	169818
1402	548981	169429
1403	549372	169037
1404	549759	168645
1405	550203	168269
1406	550625	167887
1407	551034	167502
1408	551466	167122
1409	551827	166722
1410	552241	166337
1411	552716	165971
1412	553139	165589
1413	553560	165206
1414	553969	164820
1415	554346	164424
1416	554763	164040
1417	555202	163663
1418	555593	163271
1419	555939	162866
1420	556314	162470
1421	556684	162072
1422	557056	161675
1423	557470	161290
1424	557877	160903
1425	558285	160516
1426	558793	160158
1427	559198	159771
1428	559591	159379
1429	559996	158991
1430	560384	158599
1431	560837	158224
1432	561296	157852
1433	561757	157480
1434	562163	157092
1435	562596	156712
1436	563040	156334
1437	563432	155943
1438	563784	155540
1439	564165	155145
1440	564581	154760
1441	565028	154383
1442	565439	153997
1443	565944	153635
1444	566375	153254
1445	566835	152881
1446	567301	152508
1447	567714	152122
1448	568129	151736
1449	568550	151352
1450	568978	150969
1451	569343	150570
1452	569768	150186
1453	570209	149807
1454	570645	149426
1455	571091	149048
1456	571512	148663
1457	571924	148276
1458	572364	147896
1459	572787	147512
1460	573223	147131
1461	573639	146744
1462	574045	146355
1463	574405	145955
1464	574836	145573
1465	575216	145177
1466	575638	144792
1467	576036	144401
1468	576442	144012
1469	576869	143628
1470	577335	143254
1471	577817	142884
1472	578259	142503
1473	578686	142119
1474	579032	141715
1475	579488	141338
1476	579920	140955
1477	580340	140569
1478	580834	140201
1479	581260	139816
1480	581774	139452
1481	582254	139081
1482	582675	138694
1483	583131	138316
1484	583556	137931
1485	583958	137540
1486	584282	137131
1487	584821	136772
1488	585285	136396
1489	585729	136015
1490	586211	135642
1491	586576	135242
1492	586983	134852
1493	587378	134460
1494	587820	134078
1495	588200	133681
1496	588608	133292
1497	589087	132918
1498	589490	132527
1499	589924	132143
1500	590289	131743
1501	590689	131351
1502	591150	130973
1503	591624	130597
1504	592063	130214
1505	592550	129841
1506	593069	129475
1507	593477	129085
1508	593849	128686
1509	594307	128307
1510	594664	127906
1511	595107	127523
1512	595532	127136
1513	595973	126752
1514	596371	126359
1515	596882	125991
1516	597379	125619
1517	597811	125233
1518	598238	124846
1519	598641	124454
1520	599114	124077
1521	599519	123685
1522	599946	123298
1523	600331	122902
1524	600808	122525
1525	601266	122144
1526	601635	121745
1527	602140	121373
1528	602608	120994
1529	603136	120627
1530	603589	120244
1531	604024	119858
1532	604455	119471
1533	604896	119086
1534	605310	118695
1535	605744	118309
1536	606133	117914
1537	606609	117535
1538	606990	117138
1539	607440	116754
1540	607856	116364
1541	608155	115951
1542	608659	115578
1543	609117	115195
1544	609609	114819
1545	610083	114440
1546	610524	114054
1547	610962	113667
1548	611398	113280
1549	611825	112891
1550	612215	112496
1551	612629	112104
1552	613137	111730
1553	613409	111313
1554	613840	110925
1555	614277	110538
1556	614795	110165
1557	615270	109785
1558	615813	109416
1559	616267	109032
1560	616706	108644
1561	617194	108265
1562	617609	107874
1563	617915	107463
1564	618388	107082
1565	618783	106686
1566	619219	106298
1567	619602	105901
1568	620062	105517
1569	620678	105159
1570	621185	104783
1571	621612	104392
1572	622000	103996
1573	622449	103609
1574	622878	103219
1575	623301	102828
1576	623738	102440
1577	624043	102029
1578	624500	101644
1579	624963	101259
1580	625404	100871
1581	625891	100490
1582	626376	100109
1583	626857	99727
1584	627303	99339
1585	627767	98954
1586	628246	98571
1587	628734	98190
1588	629196	97804
1589	629639	97415
1590	630105	97030
1591	630592	96648
1592	631017	96256
1593	631458	95867
1594	631780	95460
1595	632245	95074
1596	632660	94681
1597	633060	94285
1598	633431	93885
1599	633793	93484
1600	634115	93077
1601	634521	92682
1602	634878	92281
1603	635264	91883
1604	635669	91488
1605	636061	91092
1606	636533	90707
1607	636946	90313
1608	637367	89920
1609	637794	89528
1610	638214	89136
1611	638616	88740
1612	639012	88344
1613	639385	87945
1614	639770	87547
1615	640067	87137
1616	640918	86803
1617	641532	86436
1618	641992	86048
1619	642387	85651
1620	642748	85250
1621	643215	84863
1622	643578	84462
1623	643931	84059
1624	644281	83657
1625	644661	83258
1626	645030	82858
1627	645389	82457
1628	645710	82051
1629	646049	81647
1630	646431	81249
1631	646807	80850
1632	647200	80454
1633	647541	80050
1634	647899	79650
1635	648252	79248
1636	648591	78845
1637	648973	78447
1638	649305	78043
1639	649652	77641
1640	650002	77239
1641	650347	76837
1642	650729	76439
1643	651091	76039
1644	651450	75639
1645	651800	75238
1646	652171	74839
1647	652502	74436
1648	652840	74033
1649	653193	73632
1650	653510	73228
1651	653851	72826
1652	654188	72423
1653	654545	72023
1654	654905	71624
1655	655240	71221
1656	655562	70818
1657	655841	70409
1658	656192	70009
1659	656551	69610
1660	656866	69206
1661	657205	68804
1662	657542	68403
1663	657916	68005
